symbol,ts,open,high,low,close,volume,timeframe
AAPL,2026-04-07 16:07:00,249.15,249.23,248.87,248.92,155476.0,1m
AAPL,2026-04-07 16:08:00,248.9,248.91,248.67,248.83,91678.0,1m
AAPL,2026-04-07 16:09:00,248.83,248.99,248.78,248.99,42500.0,1m
AAPL,2026-04-07 16:10:00,249.0,249.11,248.96,248.99,46047.0,1m
AAPL,2026-04-07 16:11:00,248.98,249.19,248.97,249.17,58624.0,1m
AAPL,2026-04-07 16:12:00,249.18,249.25,249.13,249.18,72739.0,1m
AAPL,2026-04-07 16:13:00,249.18,249.25,249.11,249.15,27882.0,1m
AAPL,2026-04-07 16:14:00,249.15,249.25,249.13,249.16,37307.0,1m
AAPL,2026-04-07 16:15:00,249.17,249.26,249.06,249.24,41426.0,1m
AAPL,2026-04-07 16:16:00,249.22,249.25,249.14,249.21,23244.0,1m
AAPL,2026-04-07 16:17:00,249.19,249.2,248.93,248.95,50172.0,1m
AAPL,2026-04-07 16:18:00,248.95,249.05,248.8,249.0,60348.0,1m
AAPL,2026-04-07 16:19:00,249.0,249.11,248.94,249.06,68227.0,1m
AAPL,2026-04-07 16:20:00,249.05,249.17,248.96,249.16,65027.0,1m
AAPL,2026-04-07 16:21:00,249.14,249.73,249.14,249.69,262921.0,1m
AAPL,2026-04-07 16:22:00,249.7,249.88,249.64,249.79,252938.0,1m
AAPL,2026-04-07 16:23:00,249.79,250.24,249.74,249.88,269768.0,1m
AAPL,2026-04-07 16:24:00,249.86,250.05,249.75,250.02,146515.0,1m
AAPL,2026-04-07 16:25:00,250.02,250.15,249.79,249.95,126029.0,1m
AAPL,2026-04-07 16:26:00,249.95,250.1,249.92,250.1,95178.0,1m
AAPL,2026-04-07 16:27:00,250.09,250.27,250.05,250.19,120471.0,1m
AAPL,2026-04-07 16:28:00,250.18,250.29,250.0,250.14,96330.0,1m
AAPL,2026-04-07 16:29:00,250.14,250.28,250.12,250.17,96074.0,1m
AAPL,2026-04-07 16:30:00,250.17,250.34,250.1,250.26,83477.0,1m
AAPL,2026-04-07 16:31:00,250.27,250.33,250.15,250.33,63401.0,1m
AAPL,2026-04-07 16:32:00,250.34,250.34,250.03,250.09,77816.0,1m
AAPL,2026-04-07 16:33:00,250.1,250.17,250.04,250.14,48972.0,1m
AAPL,2026-04-07 16:34:00,250.14,250.19,249.93,250.18,104983.0,1m
AAPL,2026-04-07 16:35:00,250.18,250.22,249.95,249.96,46061.0,1m
AAPL,2026-04-07 16:36:00,249.95,249.95,249.76,249.92,66850.0,1m
AAPL,2026-04-07 16:37:00,249.92,249.99,249.82,249.9,67197.0,1m
AAPL,2026-04-07 16:38:00,249.9,250.08,249.88,249.9,45509.0,1m
AAPL,2026-04-07 16:39:00,249.9,249.91,249.66,249.82,66591.0,1m
AAPL,2026-04-07 16:40:00,249.84,249.97,249.81,249.89,41502.0,1m
AAPL,2026-04-07 16:41:00,249.9,250.01,249.85,249.88,40195.0,1m
AAPL,2026-04-07 16:42:00,249.88,250.0,249.83,249.91,23273.0,1m
AAPL,2026-04-07 16:43:00,249.92,249.92,249.8,249.84,21069.0,1m
AAPL,2026-04-07 16:44:00,249.85,249.99,249.85,249.95,25141.0,1m
AAPL,2026-04-07 16:45:00,249.97,250.12,249.96,250.09,77901.0,1m
AAPL,2026-04-07 16:46:00,250.06,250.33,250.03,250.29,80896.0,1m
AAPL,2026-04-07 16:47:00,250.28,250.3,250.15,250.29,51922.0,1m
AAPL,2026-04-07 16:48:00,250.29,250.39,250.25,250.27,60352.0,1m
AAPL,2026-04-07 16:49:00,250.27,250.27,250.15,250.17,39519.0,1m
AAPL,2026-04-07 16:50:00,250.17,250.19,249.96,250.06,66725.0,1m
AAPL,2026-04-07 16:51:00,250.06,250.14,249.97,250.02,37727.0,1m
AAPL,2026-04-07 16:52:00,250.02,250.06,249.93,250.04,48134.0,1m
AAPL,2026-04-07 16:53:00,250.05,250.09,250.0,250.03,33125.0,1m
AAPL,2026-04-07 16:54:00,250.01,250.07,249.98,250.03,35317.0,1m
AAPL,2026-04-07 16:55:00,250.02,250.07,249.82,249.84,48664.0,1m
AAPL,2026-04-07 16:56:00,249.84,249.93,249.77,249.88,39515.0,1m
AAPL,2026-04-07 16:57:00,249.88,249.95,249.78,249.85,38228.0,1m
AAPL,2026-04-07 16:58:00,249.85,249.96,249.79,249.95,37487.0,1m
AAPL,2026-04-07 16:59:00,249.95,250.04,249.9,250.03,46186.0,1m
AAPL,2026-04-07 17:00:00,250.01,253.4,249.72,252.42,666574.0,1m
AAPL,2026-04-07 17:01:00,252.39,252.46,251.77,251.99,547091.0,1m
AAPL,2026-04-07 17:02:00,251.98,252.4,251.72,252.09,472137.0,1m
AAPL,2026-04-07 17:03:00,252.07,252.26,251.71,251.87,229828.0,1m
AAPL,2026-04-07 17:04:00,251.81,252.15,251.62,251.73,314022.0,1m
AAPL,2026-04-07 17:05:00,251.75,252.05,251.41,251.81,260376.0,1m
AAPL,2026-04-07 17:06:00,251.83,252.07,251.64,251.68,141345.0,1m
AAPL,2026-04-07 17:07:00,251.67,251.69,251.34,251.6,145798.0,1m
AAPL,2026-04-07 17:08:00,251.58,251.66,251.24,251.33,85281.0,1m
AAPL,2026-04-07 17:09:00,251.32,251.6,251.22,251.6,102562.0,1m
AAPL,2026-04-07 17:10:00,251.56,251.75,251.48,251.65,82032.0,1m
AAPL,2026-04-07 17:11:00,251.63,251.66,251.34,251.47,73863.0,1m
AAPL,2026-04-07 17:12:00,251.48,251.7,251.44,251.6,70275.0,1m
AAPL,2026-04-07 17:13:00,251.61,251.65,251.42,251.53,63177.0,1m
AAPL,2026-04-07 17:14:00,251.52,251.6,251.42,251.47,55180.0,1m
AAPL,2026-04-07 17:15:00,251.46,251.69,251.33,251.67,167269.0,1m
AAPL,2026-04-07 17:16:00,251.65,251.75,251.57,251.73,67000.0,1m
AAPL,2026-04-07 17:17:00,251.75,251.81,251.48,251.7,119212.0,1m
AAPL,2026-04-07 17:18:00,251.68,251.86,251.55,251.7,62704.0,1m
AAPL,2026-04-07 17:19:00,251.71,251.85,251.66,251.73,105979.0,1m
AAPL,2026-04-07 17:20:00,251.75,251.87,251.62,251.66,74081.0,1m
AAPL,2026-04-07 17:21:00,251.63,251.8,251.6,251.79,52677.0,1m
AAPL,2026-04-07 17:22:00,251.8,251.84,251.66,251.8,45060.0,1m
AAPL,2026-04-07 17:23:00,251.81,251.93,251.71,251.86,39903.0,1m
AAPL,2026-04-07 17:24:00,251.86,252.09,251.86,251.91,63680.0,1m
AAPL,2026-04-07 17:25:00,251.91,251.91,251.69,251.69,48394.0,1m
AAPL,2026-04-07 17:26:00,251.72,251.88,251.7,251.71,45594.0,1m
AAPL,2026-04-07 17:27:00,251.71,251.8,251.62,251.78,34291.0,1m
AAPL,2026-04-07 17:28:00,251.82,251.83,251.28,251.45,98451.0,1m
AAPL,2026-04-07 17:29:00,251.43,251.59,251.4,251.59,55214.0,1m
AAPL,2026-04-07 17:30:00,251.62,251.73,251.57,251.65,71064.0,1m
AAPL,2026-04-07 17:31:00,251.71,251.9,251.59,251.88,47372.0,1m
AAPL,2026-04-07 17:32:00,251.87,252.1,251.85,252.03,79304.0,1m
AAPL,2026-04-07 17:33:00,252.03,252.15,251.98,252.03,66065.0,1m
AAPL,2026-04-07 17:34:00,252.01,252.19,251.99,252.17,74043.0,1m
AAPL,2026-04-07 17:35:00,252.17,252.56,252.16,252.56,128380.0,1m
AAPL,2026-04-07 17:36:00,252.54,252.8,252.36,252.4,105580.0,1m
AAPL,2026-04-07 17:37:00,252.38,252.49,252.34,252.39,54610.0,1m
AAPL,2026-04-07 17:38:00,252.4,252.41,252.14,252.19,50293.0,1m
AAPL,2026-04-07 17:39:00,252.19,252.28,251.92,252.01,73765.0,1m
AAPL,2026-04-07 17:40:00,251.99,252.0,251.65,251.66,42997.0,1m
AAPL,2026-04-07 17:41:00,251.68,251.99,251.65,251.93,66833.0,1m
AAPL,2026-04-07 17:42:00,251.94,252.04,251.78,251.84,26756.0,1m
AAPL,2026-04-07 17:43:00,251.85,251.85,251.66,251.7,53501.0,1m
AAPL,2026-04-07 17:44:00,251.68,251.79,251.58,251.64,59380.0,1m
AAPL,2026-04-07 17:45:00,251.62,251.71,251.42,251.46,27211.0,1m
AAPL,2026-04-07 17:46:00,251.45,251.58,251.45,251.46,35316.0,1m
AAPL,2026-04-07 17:47:00,251.46,251.55,251.46,251.53,31019.0,1m
AAPL,2026-04-07 17:48:00,251.53,251.54,251.32,251.52,48063.0,1m
AAPL,2026-04-07 17:49:00,251.5,251.58,251.45,251.55,31041.0,1m
AAPL,2026-04-07 17:50:00,251.56,251.77,251.56,251.7,34751.0,1m
AAPL,2026-04-07 17:51:00,251.7,251.8,251.69,251.75,29366.0,1m
AAPL,2026-04-07 17:52:00,251.77,251.9,251.77,251.86,35745.0,1m
AAPL,2026-04-07 17:53:00,251.85,251.94,251.79,251.79,25685.0,1m
AAPL,2026-04-07 17:54:00,251.79,251.79,251.61,251.64,25091.0,1m
AAPL,2026-04-07 17:55:00,251.66,251.66,251.52,251.58,18099.0,1m
AAPL,2026-04-07 17:56:00,251.61,251.65,251.58,251.59,11522.0,1m
AAPL,2026-04-07 17:57:00,251.59,251.62,251.42,251.49,37094.0,1m
AAPL,2026-04-07 17:58:00,251.48,251.64,251.41,251.62,71405.0,1m
AAPL,2026-04-07 17:59:00,251.62,251.72,251.61,251.7,31825.0,1m
AAPL,2026-04-07 18:00:00,251.7,251.98,251.7,251.9,57453.0,1m
AAPL,2026-04-07 18:01:00,251.89,251.95,251.85,251.9,32386.0,1m
AAPL,2026-04-07 18:02:00,251.9,251.92,251.72,251.89,27914.0,1m
AAPL,2026-04-07 18:03:00,251.89,251.9,251.72,251.88,29557.0,1m
AAPL,2026-04-07 18:04:00,251.88,251.95,251.84,251.93,24744.0,1m
AAPL,2026-04-07 18:05:00,251.93,251.94,251.79,251.83,25349.0,1m
AAPL,2026-04-07 18:06:00,251.82,251.85,251.73,251.77,22813.0,1m
AAPL,2026-04-07 18:07:00,251.78,251.85,251.55,251.62,42994.0,1m
AAPL,2026-04-07 18:08:00,251.62,251.72,251.62,251.67,22017.0,1m
AAPL,2026-04-07 18:09:00,251.67,251.8,251.66,251.72,28645.0,1m
AAPL,2026-04-07 18:10:00,251.73,251.91,251.72,251.81,35273.0,1m
AAPL,2026-04-07 18:11:00,251.8,251.93,251.73,251.88,32283.0,1m
AAPL,2026-04-07 18:12:00,251.88,251.93,251.75,251.77,42939.0,1m
AAPL,2026-04-07 18:13:00,251.78,251.81,251.72,251.8,23692.0,1m
AAPL,2026-04-07 18:14:00,251.79,251.8,251.67,251.67,21379.0,1m
AAPL,2026-04-07 18:15:00,251.69,251.76,251.66,251.76,13120.0,1m
AAPL,2026-04-07 18:16:00,251.76,251.79,251.67,251.7,28818.0,1m
AAPL,2026-04-07 18:17:00,251.69,251.82,251.69,251.78,27640.0,1m
AAPL,2026-04-07 18:18:00,251.78,251.89,251.65,251.71,44104.0,1m
